,flux,flux_err,lum,lum_err,radius,radius_err,temp,temp_err,jd,band,sub,site,phase,filter
485,1.9328782206170526e-13,3.6291509536156706e-14,4.286484278821926e+41,8.048255881934949e+40,,,,,2459035.8753935,Bolo,True,70,41.24539350019768,Bolo
486,1.8363104962027866e-13,2.8380391399343573e-14,4.07232902158527e+41,6.293831668363604e+40,,,,,2459036.8753935,Bolo,True,70,42.24539350019768,Bolo
487,1.774570695984418e-13,1.9267359102206458e-14,3.935410575202678e+41,4.2728626669329777e+40,,,,,2459037.8753935,Bolo,True,70,43.24539350019768,Bolo
488,1.7157092294749563e-13,1.099004293117325e-14,3.804875320508434e+41,2.437227847340179e+40,,,,,2459038.8753935,Bolo,True,70,44.24539350019768,Bolo
489,1.6840426802527087e-13,1.1360790861954699e-14,3.734649393205891e+41,2.519447469856959e+40,,,,,2459039.8753935,Bolo,True,70,45.24539350019768,Bolo
490,1.6656756667243537e-13,1.4227855241621107e-14,3.693917435083318e+41,3.155267474383011e+40,,,,,2459040.8753935,Bolo,True,70,46.24539350019768,Bolo
491,1.6286244344992087e-13,1.628966503206703e-14,3.611750062741905e+41,3.6125086579401515e+40,,,,,2459041.8753935,Bolo,True,70,47.24539350019768,Bolo
492,1.6134140877251129e-13,1.9057982465624307e-14,3.57801854689825e+41,4.2264298574838876e+40,,,,,2459042.8753935,Bolo,True,70,48.24539350019768,Bolo
493,1.5965394737681907e-13,2.0466096573587235e-14,3.540596237170727e+41,4.538702970305424e+40,,,,,2459043.8753935,Bolo,True,70,49.24539350019768,Bolo
494,1.5681203467055534e-13,2.2699351371334758e-14,3.4775720176040273e+41,5.0339649831441045e+40,,,,,2459044.8753935,Bolo,True,70,50.24539350019768,Bolo
495,1.5059831677552414e-13,2.2002470017225745e-14,3.3397723166917713e+41,4.879419759511813e+40,,,,,2459045.8753935,Bolo,True,70,51.24539350019768,Bolo
496,1.4412147155208236e-13,1.7466658001620383e-14,3.1961373223578662e+41,3.873526750361085e+40,,,,,2459046.8753935,Bolo,True,70,52.24539350019768,Bolo
497,1.3966957138945248e-13,1.0699356074993946e-14,3.097408908666561e+41,2.3727631218452126e+40,,,,,2459047.8753935,Bolo,True,70,53.24539350019768,Bolo
498,1.368539328732025e-13,3.647040434491693e-15,3.0349673636896735e+41,8.0879288306564e+39,,,,,2459048.8753935,Bolo,True,70,54.24539350019768,Bolo
499,1.354774907113203e-13,6.843518520470931e-15,3.0044424313650114e+41,1.5176659469245067e+40,,,,,2459049.8753935,Bolo,True,70,55.24539350019768,Bolo
500,1.3517466522158079e-13,1.0525858177973254e-14,2.9977267640914625e+41,2.3342870295567685e+40,,,,,2459050.8753935,Bolo,True,70,56.24539350019768,Bolo
501,1.345551596217307e-13,1.296825070397115e-14,2.983988179911283e+41,2.8759288698823267e+40,,,,,2459051.8753935,Bolo,True,70,57.24539350019768,Bolo
502,1.3301635563606562e-13,1.4155537734911593e-14,2.949862599611467e+41,3.139229844475058e+40,,,,,2459052.8753935,Bolo,True,70,58.24539350019768,Bolo
503,1.3090270900571258e-13,1.4088152472092134e-14,2.9029889116814575e+41,3.1242860230475684e+40,,,,,2459053.8753935,Bolo,True,70,59.24539350019768,Bolo
504,1.282670186811791e-13,1.4977101077585986e-14,2.8445380221249003e+41,3.321425407282215e+40,,,,,2459054.8753935,Bolo,True,70,60.24539350019768,Bolo
505,1.2573386853697575e-13,1.526670074130941e-14,2.788361134449289e+41,3.3856490294670794e+40,,,,,2459055.8753935,Bolo,True,70,61.24539350019768,Bolo
506,1.2525378811283477e-13,1.688412747440318e-14,2.777714539290317e+41,3.7443407561160226e+40,,,,,2459056.8753935,Bolo,True,70,62.24539350019768,Bolo
507,1.2578088453142986e-13,1.9509358208068276e-14,2.7894037936242486e+41,4.3265300605484157e+40,,,,,2459057.8753935,Bolo,True,70,63.24539350019768,Bolo
508,1.254865500408067e-13,2.5141061885093017e-14,2.782876428613281e+41,5.57545557572358e+40,,,,,2459058.8753935,Bolo,True,70,64.24539350019768,Bolo
509,1.2164960461182591e-13,3.179512179007199e-14,2.6977856759492392e+41,7.051105871163615e+40,,,,,2459059.8753935,Bolo,True,70,65.24539350019768,Bolo
510,1.1945548499280145e-13,4.0116624953932756e-14,2.649127363426063e+41,8.89653990356059e+40,,,,,2459060.8753935,Bolo,True,70,66.24539350019768,Bolo
511,1.1819529494799742e-13,4.35334525857885e-14,2.621180518364843e+41,9.654279205042197e+40,,,,,2459061.8753935,Bolo,True,70,67.24539350019768,Bolo
512,1.1223990906280255e-13,4.114727554153316e-14,2.4891097665765696e+41,9.125104098323846e+40,,,,,2459062.8753935,Bolo,True,70,68.24539350019768,Bolo
513,1.081694263793349e-13,4.077769309666878e-14,2.398839930413123e+41,9.043142942016024e+40,,,,,2459063.8753935,Bolo,True,70,69.24539350019768,Bolo
514,9.904926157382168e-14,3.740822502810895e-14,2.1965848548366705e+41,8.295906424483987e+40,,,,,2459064.8753935,Bolo,True,70,70.24539350019768,Bolo
515,9.538613619121289e-14,3.157221912669647e-14,2.1153488556080456e+41,7.001673436565556e+40,,,,,2459065.8753935,Bolo,True,70,71.24539350019768,Bolo
516,9.00503820699251e-14,2.5010133514889923e-14,1.9970194859012615e+41,5.546419995802354e+40,,,,,2459066.8753935,Bolo,True,70,72.24539350019768,Bolo
517,9.275298436599114e-14,1.9298810865305254e-14,2.0569542615660053e+41,4.279837627208596e+40,,,,,2459067.8753935,Bolo,True,70,73.24539350019768,Bolo
518,9.46399294239401e-14,1.7639243932384323e-14,2.0988004588050456e+41,3.911800598711933e+40,,,,,2459068.8753935,Bolo,True,70,74.24539350019768,Bolo
519,9.948205235984624e-14,1.7520856409977773e-14,2.206182722309777e+41,3.8855461638390294e+40,,,,,2459069.8753935,Bolo,True,70,75.24539350019768,Bolo
520,1.0176141160973322e-13,1.760241458039861e-14,2.2567313677764728e+41,3.9036330671725856e+40,,,,,2459070.8753935,Bolo,True,70,76.24539350019768,Bolo
521,1.0437735701131774e-13,1.79306715872332e-14,2.3147443802805336e+41,3.9764296088378125e+40,,,,,2459071.8753935,Bolo,True,70,77.24539350019768,Bolo
522,1.0504000364596417e-13,1.7150341901565182e-14,2.329439689853217e+41,3.80337830667941e+40,,,,,2459072.8753935,Bolo,True,70,78.24539350019768,Bolo
523,1.0493701784969448e-13,1.8608824006405083e-14,2.3271558056853302e+41,4.1268213744658314e+40,,,,,2459073.8753935,Bolo,True,70,79.24539350019768,Bolo
524,1.0128969714135296e-13,2.0535149742089045e-14,2.246270301832238e+41,4.554016678020098e+40,,,,,2459074.8753935,Bolo,True,70,80.24539350019768,Bolo
525,9.945715459856766e-14,2.106348532955509e-14,2.2056305723545402e+41,4.671184028009297e+40,,,,,2459075.8753935,Bolo,True,70,81.24539350019768,Bolo
526,9.66055970427145e-14,2.1185654386488585e-14,2.14239246194002e+41,4.698277082104385e+40,,,,,2459076.8753935,Bolo,True,70,82.24539350019768,Bolo
527,9.260418603395235e-14,1.9760979297317093e-14,2.053654406954386e+41,4.382331291675163e+40,,,,,2459077.8753935,Bolo,True,70,83.24539350019768,Bolo
528,8.895596319299008e-14,1.8064463270303226e-14,1.972748896785047e+41,4.006100176802191e+40,,,,,2459078.8753935,Bolo,True,70,84.24539350019768,Bolo
529,8.742785156482225e-14,1.7372265060112986e-14,1.9388604375921256e+41,3.852593519519771e+40,,,,,2459079.8753935,Bolo,True,70,85.24539350019768,Bolo
530,8.904851750251244e-14,1.7123024605770592e-14,1.9748014450960217e+41,3.797320234436969e+40,,,,,2459080.8753935,Bolo,True,70,86.24539350019768,Bolo
531,9.321369507573443e-14,1.8454171316279927e-14,2.067171300556541e+41,4.0925245254544446e+40,,,,,2459081.8753935,Bolo,True,70,87.24539350019768,Bolo
532,9.663182837901736e-14,2.2020991722123943e-14,2.1429741861763158e+41,4.883527260750968e+40,,,,,2459082.8753935,Bolo,True,70,88.24539350019768,Bolo
533,9.990784286284789e-14,2.66265871681268e-14,2.2156253466702782e+41,5.904895925539512e+40,,,,,2459083.8753935,Bolo,True,70,89.24539350019768,Bolo
534,6.211756959892622e-13,4.989203642329345e-14,1.3775621385987828e+42,1.1064402686403329e+41,655923524890349.1,117963104095999.8,8297.90892034993,917.2228495485643,2458995.8753935,BB,True,84,1.2453935001976788,BB
535,1.0204037695699837e-12,3.1776512182229224e-14,2.2629178960462504e+42,7.046978875960186e+40,856885807451609.9,61704640092246.805,8126.486984076545,345.9691285877924,2458996.8753935,BB,True,84,2.245393500197679,BB
536,1.5296380301277185e-12,2.4834818129180855e-14,3.3922309737327436e+42,5.507540844665885e+40,1091720045206823.0,42799464299154.664,7954.773242546316,182.81663183534252,2458997.8753935,BB,True,84,3.245393500197679,BB
537,2.067889489249429e-12,2.292376113044029e-14,4.585894595666265e+42,5.083731641703326e+40,1324626358519614.8,39432937180397.4,7784.920122264845,130.29152674047018,2458998.8753935,BB,True,84,4.245393500197679,BB
538,2.533709303167924e-12,2.3580218667179537e-14,5.618928797111168e+42,5.229312200319618e+40,1522444363845470.2,38922362604739.164,7639.190115870042,108.38367380081955,2458999.8753935,BB,True,84,5.245393500197679,BB
539,2.8658314975898463e-12,2.7396306299238687e-14,6.355465920791377e+42,6.0755941578144e+40,1658827865015062.8,46668491124245.38,7547.652930408772,114.82640457763344,2459000.8753935,BB,True,84,6.245393500197679,BB
540,3.034688248874687e-12,3.4078365366544405e-14,6.729934318249107e+42,7.557453740929864e+40,1750616969977600.2,59121175625791.984,7454.021970762944,135.5172170334578,2459001.8753935,BB,True,84,7.245393500197679,BB
541,3.07401447960778e-12,3.9119838345391595e-14,6.817146884454602e+42,8.675485618749623e+40,1831320917501618.8,70673211774078.83,7312.355261995256,150.14384366861802,2459002.8753935,BB,True,84,8.245393500197679,BB
542,3.0359758489499223e-12,4.051039615830174e-14,6.73278978913239e+42,8.98386532628906e+40,1952970656630636.2,82334068864222.73,7059.654453932015,154.71731070609727,2459003.8753935,BB,True,84,9.245393500197679,BB
543,2.9813738430461677e-12,4.071567444524453e-14,6.611700608550767e+42,9.029389257407849e+40,2123785148279604.2,91063598897640.81,6739.13720817914,142.75224161175524,2459004.8753935,BB,True,84,10.245393500197679,BB
544,2.930568739455279e-12,4.051921615380768e-14,6.499031700854793e+42,8.98582130942717e+40,2343606916956649.0,94918111765290.14,6387.208917209911,121.57372700778255,2459005.8753935,BB,True,84,11.245393500197679,BB
545,2.888186025881969e-12,3.8615129364947714e-14,6.405040867139562e+42,8.56355786836283e+40,2574327701376087.5,87490851336105.61,6070.978462382008,92.03007569465429,2459006.8753935,BB,True,84,12.245393500197679,BB
546,2.8331783811211116e-12,3.7365989092741756e-14,6.28305211380405e+42,8.286539891661493e+40,2791560929601980.0,84067662038689.0,5801.477436524255,74.43613096347904,2459007.8753935,BB,True,84,13.245393500197679,BB
547,2.755714635353285e-12,3.734613189897872e-14,6.111263159450556e+42,8.2821362231851825e+40,2974204492062509.0,82650925903656.2,5581.412778449939,63.76648836685098,2459008.8753935,BB,True,84,14.245393500197679,BB
548,2.649625351122233e-12,3.592105036169205e-14,5.875992233348083e+42,7.966100296013911e+40,3134252196546466.0,81342898870530.53,5383.7441527831015,55.72590545344023,2459009.8753935,BB,True,84,15.245393500197679,BB
549,2.5278976353587598e-12,2.9166171296839295e-14,5.6060404410668e+42,6.46809164715081e+40,3296620258597499.0,67355614013757.2,5187.714701020495,41.32924523212914,2459010.8753935,BB,True,84,16.24539350019768,BB
550,2.404413699241347e-12,3.558385209276075e-14,5.332193933196602e+42,7.891320878293608e+40,3485610687254531.5,81791396743344.36,4982.481472496977,42.93234101425202,2459011.8753935,BB,True,84,17.24539350019768,BB
551,2.294107059721818e-12,3.737983136208038e-14,5.087570308641925e+42,8.289609648942129e+40,3671381288683571.5,89676243352297.0,4798.156786665655,41.923068955113834,2459012.8753935,BB,True,84,18.24539350019768,BB
552,2.1873522561163985e-12,3.4261474548273264e-14,4.8508234807961094e+42,7.598061298116685e+40,3782642233386827.0,95685326609697.03,4671.173643780842,43.72683238373232,2459013.8753935,BB,True,84,19.24539350019768,BB
553,2.0627674684239915e-12,3.857388506288012e-14,4.574535648418659e+42,8.554411246991761e+40,3775586642932659.0,115204898523710.64,4607.859134536645,52.25306981939355,2459014.8753935,BB,True,84,20.24539350019768,BB
554,1.9117565700487703e-12,4.727742226669743e-14,4.2396434472899636e+42,1.0484567787448536e+41,3666349995185602.5,139725740418814.5,4588.5457899816,62.78417954949412,2459015.8753935,BB,True,84,21.24539350019768,BB
555,1.7537273622804047e-12,3.6610932857171934e-14,3.8891869583770036e+42,8.119093404403581e+40,3489489893014747.0,112794530438407.19,4602.545382096098,54.026616726472795,2459016.8753935,BB,True,84,22.24539350019768,BB
556,1.6163044346943868e-12,2.0623085007459965e-14,3.584428380022752e+42,4.573517809987232e+40,3314887161153635.0,71805841466215.95,4626.17425659392,38.06444910113797,2459017.8753935,BB,True,84,23.24539350019768,BB
557,1.5148482984035121e-12,3.121152103691786e-14,3.359432242882765e+42,6.921682536220913e+40,3185139147144721.0,103479788684578.97,4644.290432565161,55.409670129478,2459018.8753935,BB,True,84,24.24539350019768,BB
558,1.435474319312945e-12,4.4318655148295093e-14,3.1834070231404476e+42,9.828411150033582e+40,3102414247432025.0,147829805781115.9,4644.3628044479865,79.5612856458937,2459019.8753935,BB,True,84,25.24539350019768,BB
559,1.3620249334757214e-12,3.57826734792233e-14,3.020520590709192e+42,7.935412882553101e+40,3053373850125148.0,126789205895283.75,4619.827336556512,70.71603229769538,2459020.8753935,BB,True,84,26.24539350019768,BB
560,1.29969832065397e-12,1.9362116728202863e-14,2.882300788156205e+42,4.293876772726065e+40,3061957564552882.0,85867783068566.03,4558.587370832832,51.04325265365469,2459021.8753935,BB,True,84,27.24539350019768,BB
561,1.266161304268979e-12,3.778055130745738e-14,2.807926783648583e+42,8.378476072483316e+40,3152305727995661.5,144933909817260.06,4464.968397036133,74.42005514616542,2459022.8753935,BB,True,84,28.24539350019768,BB
562,1.2587165783598307e-12,7.079725800842912e-14,2.791416845138585e+42,1.570048905305325e+41,3290390400621423.5,269267406224477.3,4368.7155188058605,123.44715037726255,2459023.8753935,BB,True,84,29.24539350019768,BB
563,1.254707438608376e-12,8.249135555106532e-14,2.782525899846271e+42,1.8293852915134414e+41,3402498602158770.0,326286593846646.6,4295.487027780427,143.29891296057465,2459024.8753935,BB,True,84,30.24539350019768,BB
564,1.2251073246299107e-12,8.370680068222589e-14,2.7168826421041858e+42,1.8563398424567865e+41,3388863730712169.0,366639286342060.1,4281.764553810819,165.50364625305534,2459025.8753935,BB,True,84,31.24539350019768,BB
565,1.1610670546194727e-12,7.934040500026217e-14,2.574862514978112e+42,1.759507635201234e+41,3290715217378601.5,375519398039496.44,4289.3339779879325,180.56494917972825,2459026.8753935,BB,True,84,32.24539350019768,BB
566,1.0773748206458249e-12,1.067778238101441e-13,2.3892608348717462e+42,2.367978790422104e+41,3167221796457675.5,495418075514773.1,4303.404458091985,240.34632114940567,2459027.8753935,BB,True,84,33.24539350019768,BB
567,9.979981009864087e-13,1.3655975732167424e-13,2.2132295374546116e+42,3.0284435234218864e+41,3098431058181183.5,607689746572653.4,4282.173062265712,292.14278902031657,2459028.8753935,BB,True,84,34.24539350019768,BB
568,9.321004158834164e-13,1.7274603768024563e-13,2.0670902782960297e+42,3.8309354766735545e+41,3032398113574312.0,761344355345902.1,4278.122842525293,362.0479203615406,2459029.8753935,BB,True,84,35.24539350019768,BB
569,8.919710284755449e-13,1.9391255532825162e-13,1.9780965763608498e+42,4.300338795350402e+41,3059970687266825.5,876534143098713.9,4231.01556588446,413.4048052610033,2459030.8753935,BB,True,84,36.24539350019768,BB
570,8.63431799638953e-13,2.2582105874742207e-13,1.914806010802768e+42,5.0079638118056314e+41,3044232268834177.0,1076139632082449.1,4248.563067067255,513.3073637557272,2459031.8753935,BB,True,84,37.24539350019768,BB
571,8.442265090232322e-13,2.4978803942871646e-13,1.8722150314971948e+42,5.539472133464925e+41,3051178567429361.5,1262811879205490.8,4264.008366003055,611.0217048748499,2459032.8753935,BB,True,84,38.24539350019768,BB
572,8.163749069584847e-13,2.8669385652641784e-13,1.8104493945744346e+42,6.357921030549975e+41,2943373264052293.0,1527374075877450.5,4380.862261311162,781.1884905863831,2459033.8753935,BB,True,84,39.24539350019768,BB
573,7.67845952841377e-13,2.4961595257074525e-13,1.7028282332038827e+42,5.535655816412886e+41,2766404285727390.5,1353747812055320.0,4444.482417900069,792.6129279478216,2459034.8753935,BB,True,84,40.24539350019768,BB
574,7.053943873431132e-13,2.0953239851517343e-13,1.5643313269628547e+42,4.646735229146575e+41,2493552913998276.0,1145954427787165.8,4565.773423212272,780.6980595174895,2459035.8753935,BB,True,84,41.24539350019768,BB
575,6.439052747872363e-13,1.459723244359582e-13,1.4279688228598622e+42,3.2371831146096547e+41,2295392834387324.0,788451970036795.4,4556.28497886818,593.6860498793105,2459036.8753935,BB,True,84,42.24539350019768,BB
576,5.820534451309061e-13,9.06314780206802e-14,1.2908019322558633e+42,2.0099062711670388e+41,2029103081161517.0,457563251210747.0,4640.357247864633,378.8391236686915,2459037.8753935,BB,True,84,43.24539350019768,BB
577,5.508535091972784e-13,4.6167111999805596e-14,1.2216107988190905e+42,1.023833771186069e+41,1936282589835787.8,197135842883949.56,4634.816709698514,152.39399326292124,2459038.8753935,BB,True,84,44.24539350019768,BB
578,5.517106058162854e-13,6.15521678473486e-14,1.2235115554956453e+42,1.3650233987366197e+41,1996686355577785.8,323158558900407.25,4585.742890009915,260.1778062943022,2459039.8753935,BB,True,84,45.24539350019768,BB
579,5.670996725710232e-13,9.723487116916287e-14,1.2576394131155972e+42,2.156347679714832e+41,2141203189714386.2,528617488287932.2,4497.723768684952,389.5856925525564,2459040.8753935,BB,True,84,46.24539350019768,BB
580,5.798449595488768e-13,1.3082115004606506e-13,1.2859042420514843e+42,2.9011802038456586e+41,2243639733837758.2,719031136638294.8,4462.950759046206,497.3575754839472,2459041.8753935,BB,True,84,47.24539350019768,BB
581,5.708179757709875e-13,1.3450242688751877e-13,1.2658853791782973e+42,2.982818742365923e+41,2211194228509804.8,736131165603041.4,4488.9049725427385,531.9923834509455,2459042.8753935,BB,True,84,48.24539350019768,BB
582,5.51883274979777e-13,1.399300476406495e-13,1.2238944785618009e+42,3.1031854099683717e+41,2092449679651639.2,773680380319083.0,4609.290522094488,623.6803258205201,2459043.8753935,BB,True,84,49.24539350019768,BB
583,5.239692742275133e-13,1.3257887885341567e-13,1.1619904619986656e+42,2.940160812239784e+41,1967332465506949.0,733810553194305.5,4701.464785370485,669.0556846065118,2459044.8753935,BB,True,84,50.24539350019768,BB
584,4.936724023011882e-13,1.2695207758109618e-13,1.0948020256944815e+42,2.8153769798359358e+41,1832336409133904.2,719634751567365.9,4823.381115323873,734.4626076499939,2459045.8753935,BB,True,84,51.24539350019768,BB
585,4.55439815339828e-13,9.408182814851358e-14,1.0100147994737604e+42,2.0864236193456916e+41,1690332495563891.2,537635307616067.4,4850.828626289619,588.7403410325587,2459046.8753935,BB,True,84,52.24539350019768,BB
586,4.273856577112523e-13,5.681776185727297e-14,9.477999613386959e+41,1.2600299406410502e+41,1587043052943690.2,334350575566257.25,4852.23486056889,384.03510877414965,2459047.8753935,BB,True,84,53.24539350019768,BB
587,4.1776081564770344e-13,1.791349288748092e-14,9.264552466269871e+41,3.972619941698247e+40,1574896585561151.0,137171419480582.94,4795.862192445164,167.618922808537,2459048.8753935,BB,True,84,54.24539350019768,BB
588,4.270225240594154e-13,4.328128779482909e-14,9.469946510645632e+41,9.598357398867842e+40,1666586863681215.2,273881873964859.66,4711.610587115478,288.2817319537173,2459049.8753935,BB,True,84,55.24539350019768,BB
589,4.4516146139118714e-13,8.024955837945813e-14,9.87220811656488e+41,1.7796696486451914e+41,1799137082137272.8,500117609568442.94,4641.907440913475,470.73204688556586,2459050.8753935,BB,True,84,56.24539350019768,BB
590,4.609497078423171e-13,1.0572261592541576e-13,1.022233917749292e+42,2.3445777713587663e+41,1909216918858427.0,646619937787728.9,4590.091706956874,573.5000778130953,2459051.8753935,BB,True,84,57.24539350019768,BB
591,4.603821717965828e-13,1.226300645070858e-13,1.0209753106049017e+42,2.7195290319569746e+41,1893678216339898.0,749341139069950.4,4654.9703908296115,676.1120387176877,2459052.8753935,BB,True,84,58.24539350019768,BB
592,4.500376020844382e-13,1.2570496045912467e-13,9.98034478135834e+41,2.7877200489431356e+41,1843455368687966.2,764961425910461.8,4723.227656371703,765.9394916283841,2459053.8753935,BB,True,84,59.24539350019768,BB
593,4.3118786497633337e-13,1.236469541310868e-13,9.562319988528799e+41,2.7420802787974816e+41,1721526128948038.8,795360798889659.4,4897.074537405654,924.619301708786,2459054.8753935,BB,True,84,60.24539350019768,BB
594,4.1166717051163115e-13,1.1198562408986508e-13,9.129415581814961e+41,2.48347056733882e+41,1588590378239832.8,733972925600352.6,5074.873441155228,1069.6093804795057,2459055.8753935,BB,True,84,61.24539350019768,BB
595,4.005180771107569e-13,1.1331489686426125e-13,8.882165583981638e+41,2.5129494387386752e+41,1479272802718312.2,768942724303373.8,5314.646017279764,1279.3352750249962,2459056.8753935,BB,True,84,62.24539350019768,BB
596,3.981332633819944e-13,1.1260822545665404e-13,8.829278307136044e+41,2.4972778053854153e+41,1393534240629458.0,759731611380464.1,5607.767657564094,1790.375234516078,2459057.8753935,BB,True,84,63.24539350019768,BB
597,4.063534478982689e-13,2.14923649149887e-13,9.011574798048844e+41,4.7662953278759765e+41,1333056481902690.8,896823605330471.2,5985.279673738202,2487.3283194845294,2459058.8753935,BB,True,84,64.24539350019768,BB
598,4.2697601205725444e-13,5.652111218899474e-13,9.468915028351957e+41,1.2534512326509191e+42,1315473715246890.0,1219570123357666.5,6484.243549395161,3952.5491847203743,2459059.8753935,BB,True,84,65.24539350019768,BB
599,4.4886830135280135e-13,8.751538323410048e-13,9.954413560498622e+41,1.940801600363056e+42,1194805371628833.5,1653419803154982.8,6788.674353669796,4357.666746814038,2459060.8753935,BB,True,84,66.24539350019768,BB
600,4.147577633291296e-13,4.863273445808382e-13,9.19795470333405e+41,1.0785131182457396e+42,1108012664373182.8,853047494264554.8,6891.528749070037,3711.6050279936044,2459061.8753935,BB,True,84,67.24539350019768,BB
601,5.130734016929059e-13,2.8510287222412257e-12,1.1378270223026397e+42,6.322638263498753e+42,1059389498516029.6,822796746314227.5,7068.137083660821,5166.696693473147,2459062.8753935,BB,True,84,68.24539350019768,BB
602,3.989411295233886e-13,8.543112588373656e-13,8.847194104818185e+41,1.8945796694102522e+42,1030617361544900.0,830850395384713.1,7030.485582418421,4291.297041704644,2459063.8753935,BB,True,84,69.24539350019768,BB
603,4.0389235111933163e-13,1.2414894930064685e-12,8.956995815580893e+41,2.75321287049111e+42,1070562760696491.6,1733389220534451.0,6998.3791595448765,4329.540739224308,2459064.8753935,BB,True,84,70.24539350019768,BB
604,3.648660334999646e-13,6.818847331823085e-13,8.091521233936929e+41,1.512194693684086e+42,1152439721038196.8,2493878536557182.0,6931.633512080045,4181.510031839871,2459065.8753935,BB,True,84,71.24539350019768,BB
605,3.941338824332767e-13,1.190400510310898e-12,8.74058527216447e+41,2.6399144128802327e+42,1204357197158458.5,1333280743332580.0,6745.685900051754,5092.035916191779,2459066.8753935,BB,True,84,72.24539350019768,BB
606,3.2491708617360547e-13,2.863759711643104e-13,7.205585778493404e+41,6.350871385142381e+41,1239651081462348.0,1029173568717893.1,6300.742013237193,3174.7107638889574,2459067.8753935,BB,True,84,73.24539350019768,BB
607,3.347967310087117e-13,1.6302822154246213e-13,7.424683607908168e+41,3.61542647225323e+41,1292675927395626.8,1052126045766210.9,6166.587420839098,2745.9755115696425,2459068.8753935,BB,True,84,74.24539350019768,BB
608,3.52527272566107e-13,2.384841797423345e-13,7.817888346986407e+41,5.288789931560779e+41,1389289414902161.2,1067373518002421.9,5937.603856196363,2854.248548042763,2459069.8753935,BB,True,84,75.24539350019768,BB
609,3.622979173847847e-13,1.7880406218889118e-13,8.034568916731999e+41,3.965282413485421e+41,1386723557629863.0,1118745736989105.9,6027.892934485854,2723.9732791153383,2459070.8753935,BB,True,84,76.24539350019768,BB
610,3.5137918814262997e-13,1.57445771386419e-13,7.792427633634153e+41,3.491626200844787e+41,1344129947956572.0,960898717040254.4,5918.088625748675,2505.1384396805147,2459071.8753935,BB,True,84,77.24539350019768,BB
611,3.584970217851563e-13,1.8042658723842172e-13,7.950277629989426e+41,4.001264649937891e+41,1285428538211250.5,948553643774141.1,6112.361768460006,2708.569769529718,2459072.8753935,BB,True,84,78.24539350019768,BB
612,3.5408802961209816e-13,1.8230734426037835e-13,7.852500773518721e+41,4.042973617015638e+41,1289589508634332.5,1013299742602093.5,6271.571402978946,2906.259763034589,2459073.8753935,BB,True,84,79.24539350019768,BB
613,3.574313778960949e-13,1.6195356444975408e-13,7.926645174884077e+41,3.5915941341168575e+41,1318447490661388.2,1056868312338502.8,6165.418397950133,2647.4151337911344,2459074.8753935,BB,True,84,80.24539350019768,BB
614,3.7190526712471836e-13,3.196300553212998e-13,8.247628141995672e+41,7.088336929661015e+41,1390123286258917.8,1287725349571851.8,6350.176582908575,3370.3347202502537,2459075.8753935,BB,True,84,81.24539350019768,BB
615,3.5656931561089055e-13,2.353689279910993e-13,7.907527486074307e+41,5.2197039564910234e+41,1327078462408319.5,1221438750463746.0,6350.200375635845,3126.535930455018,2459076.8753935,BB,True,84,82.24539350019768,BB
616,3.374495196471855e-13,2.0800067587615619e-13,7.483513681487379e+41,4.6127666896823206e+41,1332168495552761.5,1316862405615063.8,6359.397552869666,3043.9666317114647,2459077.8753935,BB,True,84,83.24539350019768,BB
617,3.1495971979942415e-13,1.5954679898064884e-13,6.98476434253262e+41,3.538220040311623e+41,1178824772174946.5,1046424344713730.0,6489.5177530835235,2981.1996804119367,2459078.8753935,BB,True,84,84.24539350019768,BB
618,3.057002045372498e-13,4.1178994372488567e-13,6.779418934956187e+41,9.132138285412438e+41,1100461470499935.9,944312303415970.6,6645.953093343629,3570.860094352403,2459079.8753935,BB,True,84,85.24539350019768,BB
619,2.9306617479247864e-13,1.484148194011471e-13,6.499237962862449e+41,3.2913495704044823e+41,1031540929216832.9,794064660582952.1,6585.67087295264,2916.205231277615,2459080.8753935,BB,True,84,86.24539350019768,BB
620,3.3785313798114e-13,2.6614915232038596e-13,7.492464600509003e+41,5.9023074763546755e+41,1233730596390876.2,1022850170484151.8,6478.393108551116,3635.078701533761,2459081.8753935,BB,True,84,87.24539350019768,BB
621,3.835971761835248e-13,2.1547572962580301e-13,8.50691599487442e+41,4.7785386459257975e+41,1586120756541697.8,1448935828467087.8,5859.404889483042,2671.6898852419413,2459082.8753935,BB,True,84,88.24539350019768,BB
622,5.566015926009317e-13,6.914738144495597e-13,1.2343581456929414e+42,1.5334601027833187e+42,2570036055512256.5,3723794157780989.0,5578.04033335607,3525.504131234141,2459083.8753935,BB,True,84,89.24539350019768,BB
