,flux,flux_err,mag,mag_err,jd,band,sub,site,phase,filter
264,3.029346974761644e-17,1.1514091820148137e-17,20.21908227027969,0.41267195941238166,2459081.8753935,V,True,88,87.24539350019768,V
265,3.075048850559545e-17,1.2238389747309363e-17,20.202823952174068,0.4321123071679026,2459082.8753935,V,True,88,88.24539350019768,V
266,3.006660535708437e-17,1.3176387353188341e-17,20.227244786954177,0.4758165733964981,2459083.8753935,V,True,88,89.24539350019768,V
267,6.202759670170301e-17,4.2529230868965765e-18,19.158001605132856,0.07453626708823781,2458995.8753935,r,True,88,1.2453935001976788,r
268,1.0183695365114806e-16,2.1812188687112827e-18,18.619623483664387,0.023275099121622685,2458996.8753935,r,True,88,2.245393500197679,r
269,1.5405798283827172e-16,2.022559889942987e-18,18.1701017949627,0.014254860329639981,2458997.8753935,r,True,88,3.245393500197679,r
270,2.110449818538204e-16,2.9359859409014833e-18,17.82830935568558,0.015104145329078042,2458998.8753935,r,True,88,4.245393500197679,r
271,2.618761786925915e-16,3.681528939469373e-18,17.593966133558443,0.015263156199729877,2458999.8753935,r,True,88,5.245393500197679,r
272,2.989434942329317e-16,5.362558256747524e-18,17.45021299719086,0.019475233344602213,2459000.8753935,r,True,88,6.245393500197679,r
273,3.2031523968018377e-16,7.496214917316053e-18,17.375234188708113,0.025408615423052325,2459001.8753935,r,True,88,7.245393500197679,r
274,3.306780794702791e-16,8.999902824000147e-18,17.34066299794646,0.029549812210740586,2459002.8753935,r,True,88,8.245393500197679,r
275,3.371778459624707e-16,9.889474612199239e-18,17.319528766611057,0.03184475683873852,2459003.8753935,r,True,88,9.245393500197679,r
276,3.437606917977012e-16,9.955390470752806e-18,17.29853586619902,0.03144324597158426,2459004.8753935,r,True,88,10.245393500197679,r
277,3.504428443501708e-16,9.101156867792052e-18,17.27763331667615,0.028197191583025673,2459005.8753935,r,True,88,11.245393500197679,r
278,3.55015457018068e-16,7.634380579812284e-18,17.263557905799534,0.02334813619723266,2459006.8753935,r,True,88,12.245393500197679,r
279,3.550546824092241e-16,6.370151038688178e-18,17.263437945900026,0.019479515320931177,2459007.8753935,r,True,88,13.245393500197679,r
280,3.4912543834754136e-16,6.178525641387507e-18,17.281722912178896,0.019214459318720928,2459008.8753935,r,True,88,14.245393500197679,r
281,3.373216200590185e-16,5.7546528849960975e-18,17.319067354689754,0.018522333460726265,2459009.8753935,r,True,88,15.245393500197679,r
282,3.208674501595308e-16,4.959042982465564e-18,17.37336506307172,0.01678014559096154,2459010.8753935,r,True,88,16.24539350019768,r
283,3.0164713576896707e-16,5.190112085958351e-18,17.440432268916727,0.018681399275105467,2459011.8753935,r,True,88,17.24539350019768,r
284,2.824578842232154e-16,5.0668783473470695e-18,17.511796015803167,0.019476345488811882,2459012.8753935,r,True,88,18.24539350019768,r
285,2.648703327677121e-16,4.22197788759469e-18,17.581596939276462,0.017306245667430747,2459013.8753935,r,True,88,19.24539350019768,r
286,2.472672331397333e-16,4.34737131510109e-18,17.656265022458648,0.01908961341453781,2459014.8753935,r,True,88,20.24539350019768,r
287,2.2843261706321646e-16,4.767471020425366e-18,17.742287780210535,0.022659972313851546,2459015.8753935,r,True,88,21.24539350019768,r
288,2.0978020197289664e-16,3.883997430329347e-18,17.834771923277874,0.02010091380541669,2459016.8753935,r,True,88,22.24539350019768,r
289,1.939301760004099e-16,2.195136458565715e-18,17.92006770970176,0.012289218289049237,2459017.8753935,r,True,88,23.24539350019768,r
290,1.820467009549625e-16,3.359337600711706e-18,17.98872218409907,0.020036526961793658,2459018.8753935,r,True,88,24.24539350019768,r
291,1.7253786518041037e-16,4.443150469414277e-18,18.046967849485036,0.02795989187950893,2459019.8753935,r,True,88,25.24539350019768,r
292,1.630147104749159e-16,3.668913895148518e-18,18.108612538220694,0.024435247711510774,2459020.8753935,r,True,88,26.24539350019768,r
293,1.538823308806943e-16,1.8636239068143662e-18,18.171207027809952,0.0131484412026441,2459021.8753935,r,True,88,27.24539350019768,r
294,1.469639350773658e-16,3.3427134304866866e-18,18.22115058734711,0.024696588385384903,2459022.8753935,r,True,88,28.24539350019768,r
295,1.422804294128516e-16,5.431499320543216e-18,18.256313849634445,0.04144821979965314,2459023.8753935,r,True,88,29.24539350019768,r
296,1.3865775600710579e-16,6.293985092574837e-18,18.284316284345955,0.049284155972710575,2459024.8753935,r,True,88,30.24539350019768,r
297,1.3409737947494414e-16,6.136459040492526e-18,18.32062712163474,0.04968453426859795,2459025.8753935,r,True,88,31.24539350019768,r
298,1.2651152138481774e-16,5.9419024188393025e-18,18.383856188830272,0.05099476929630886,2459026.8753935,r,True,88,32.24539350019768,r
299,1.1585350500960104e-16,6.767302550064796e-18,18.479413025589892,0.06342433976742164,2459027.8753935,r,True,88,33.24539350019768,r
300,1.0423331237370785e-16,8.96180277306686e-18,18.594171504635476,0.09335776557739903,2459028.8753935,r,True,88,34.24539350019768,r
301,9.381623275798287e-17,1.245241988785453e-17,18.70849116408886,0.14412311844704587,2459029.8753935,r,True,88,35.24539350019768,r
302,8.565986098430165e-17,1.6590926841587952e-17,18.807239284429112,0.21030014780450998,2459030.8753935,r,True,88,36.24539350019768,r
303,7.985533076833744e-17,2.0648895927019975e-17,18.883419867677937,0.28075602676359596,2459031.8753935,r,True,88,37.24539350019768,r
304,7.590822942807602e-17,2.3894010549153074e-17,18.938455721629836,0.3417667335496637,2459032.8753935,r,True,88,38.24539350019768,r
305,7.312078142583547e-17,2.5518620378148643e-17,18.97907506989461,0.3789154235316588,2459033.8753935,r,True,88,39.24539350019768,r
306,7.083425824927863e-17,2.5003492442806542e-17,19.01356860717324,0.38324883803288434,2459034.8753935,r,True,88,40.24539350019768,r
307,6.858998651779586e-17,2.234612070138518e-17,19.048525324545153,0.3537222358920269,2459035.8753935,r,True,88,41.24539350019768,r
308,6.632418816793433e-17,1.80047146638208e-17,19.084997222431955,0.2947353890592634,2459036.8753935,r,True,88,42.24539350019768,r
309,6.446852475662667e-17,1.2846411704621092e-17,19.115807195473867,0.21634731359493548,2459037.8753935,r,True,88,43.24539350019768,r
310,6.355698782425937e-17,8.549501061623033e-18,19.13126777262099,0.1460494697772291,2459038.8753935,r,True,88,44.24539350019768,r
311,6.356441008570765e-17,7.109263463382691e-18,19.131140959628482,0.12143250953942862,2459039.8753935,r,True,88,45.24539350019768,r
312,6.370557340835924e-17,7.491821819472854e-18,19.128732427226854,0.12768336947056766,2459040.8753935,r,True,88,46.24539350019768,r
313,6.348180164245567e-17,8.359193119212845e-18,19.132552935472003,0.14296848800537804,2459041.8753935,r,True,88,47.24539350019768,r
314,6.281717863606529e-17,1.033655941545768e-17,19.14398014469473,0.17865894857780995,2459042.8753935,r,True,88,48.24539350019768,r
315,6.154986689951414e-17,1.2633164975964866e-17,19.16610890789962,0.22285031513544754,2459043.8753935,r,True,88,49.24539350019768,r
316,5.948369427024515e-17,1.3869303546093773e-17,19.203182876472997,0.25315323754852936,2459044.8753935,r,True,88,50.24539350019768,r
317,5.673477034080088e-17,1.3259255689177135e-17,19.254555397652027,0.2537413352222055,2459045.8753935,r,True,88,51.24539350019768,r
318,5.393296624336902e-17,1.049740992654268e-17,19.309542504405123,0.21131991630290967,2459046.8753935,r,True,88,52.24539350019768,r
319,5.189617177697838e-17,6.034330130976381e-18,19.35133851598812,0.12624089584120973,2459047.8753935,r,True,88,53.24539350019768,r
320,5.104129411773805e-17,1.746427513378349e-18,19.369371855181242,0.0371488824871689,2459048.8753935,r,True,88,54.24539350019768,r
321,5.1014052983454096e-17,3.4358200814846104e-18,19.369951437633567,0.07312452920957231,2459049.8753935,r,True,88,55.24539350019768,r
322,5.12501938606839e-17,5.063737039343498e-18,19.36493725197822,0.10727514980913345,2459050.8753935,r,True,88,56.24539350019768,r
323,5.150537891758643e-17,5.5628889231409306e-18,19.359544538191145,0.1172659856692846,2459051.8753935,r,True,88,57.24539350019768,r
324,5.122808462583036e-17,5.573683831029625e-18,19.36540587673542,0.11812950806464803,2459052.8753935,r,True,88,58.24539350019768,r
325,5.0189194272170914e-17,5.4062296893677274e-18,19.38765110355972,0.1169522984826167,2459053.8753935,r,True,88,59.24539350019768,r
326,4.881144493838239e-17,5.501958879429112e-18,19.41787266984128,0.12238315336606981,2459054.8753935,r,True,88,60.24539350019768,r
327,4.746854669153767e-17,5.782555179930738e-18,19.448161867557662,0.13226346987865634,2459055.8753935,r,True,88,61.24539350019768,r
328,4.6376826874736785e-17,6.3673805740698505e-18,19.473423817049405,0.14906887767881763,2459056.8753935,r,True,88,62.24539350019768,r
329,4.561365636110334e-17,8.412454242237005e-18,19.491439014337896,0.2002427700746184,2459057.8753935,r,True,88,63.24539350019768,r
330,4.482879752653051e-17,1.263054593221844e-17,19.51028371530222,0.3059119037533768,2459058.8753935,r,True,88,64.24539350019768,r
331,4.3623803749576856e-17,1.795105907552589e-17,19.539868317521666,0.4467863159257725,2459059.8753935,r,True,88,65.24539350019768,r
332,4.185320660512656e-17,2.2826887980221457e-17,19.584856501919617,0.592176824666993,2459060.8753935,r,True,88,66.24539350019768,r
333,3.96347561042412e-17,2.6077681585274114e-17,19.64398905489872,0.7143713398500654,2459061.8753935,r,True,88,67.24539350019768,r
334,3.726333353005153e-17,2.7097143853382454e-17,19.710975683825136,0.7895308796689019,2459062.8753935,r,True,88,68.24539350019768,r
335,3.5095743077718625e-17,2.5856298058055474e-17,19.776043049995025,0.7998984807385151,2459063.8753935,r,True,88,69.24539350019768,r
336,3.3441707281537195e-17,2.2687634232912484e-17,19.828456522885,0.7365814147931632,2459064.8753935,r,True,88,70.24539350019768,r
337,3.24762852013495e-17,1.8050563098981203e-17,19.860260495026782,0.6034546954808704,2459065.8753935,r,True,88,71.24539350019768,r
338,3.224668259713341e-17,1.2726231929541573e-17,19.86796340480084,0.4284895839000432,2459066.8753935,r,True,88,72.24539350019768,r
339,3.269957124972936e-17,8.252572598898787e-18,19.85282136545943,0.2740182783885483,2459067.8753935,r,True,88,73.24539350019768,r
340,3.366831155929239e-17,6.412987124710728e-18,19.82112379764267,0.2068077279744505,2459068.8753935,r,True,88,74.24539350019768,r
341,3.488283898617462e-17,6.332574992792762e-18,19.78264773927957,0.19710323287493173,2459069.8753935,r,True,88,75.24539350019768,r
342,3.6107530599117644e-17,6.155483414602705e-18,19.745182583828612,0.18509342243389693,2459070.8753935,r,True,88,76.24539350019768,r
343,3.7053545661150305e-17,5.9245887128053745e-18,19.717101869121553,0.17360126217960056,2459071.8753935,r,True,88,77.24539350019768,r
344,3.7169318532489985e-17,6.538917466678556e-18,19.71371460623877,0.1910060035086088,2459072.8753935,r,True,88,78.24539350019768,r
345,3.635467051217298e-17,7.737161383188494e-18,19.737776418206575,0.23107333958083617,2459073.8753935,r,True,88,79.24539350019768,r
346,3.509657923981851e-17,8.195215511028707e-18,19.776015467376297,0.2535248870151981,2459074.8753935,r,True,88,80.24539350019768,r
347,3.3768609879277974e-17,7.570139972708288e-18,19.81789454626189,0.24339542981665152,2459075.8753935,r,True,88,81.24539350019768,r
348,3.251054474542522e-17,6.60597060589193e-18,19.859116781321934,0.22061434293368382,2459076.8753935,r,True,88,82.24539350019768,r
349,3.140435723705889e-17,5.954278017533448e-18,19.896702161529245,0.2058556733241933,2459077.8753935,r,True,88,83.24539350019768,r
350,3.0751513244228504e-17,5.996908898889732e-18,19.919509883285503,0.21173166893180778,2459078.8753935,r,True,88,84.24539350019768,r
351,3.0860159168238207e-17,6.3182344231453674e-18,19.91568087175493,0.22229092007854775,2459079.8753935,r,True,88,85.24539350019768,r
352,3.179973429755537e-17,6.217095271433756e-18,19.88311895895527,0.21227132348646138,2459080.8753935,r,True,88,86.24539350019768,r
353,3.334336398853507e-17,6.1699926084293306e-18,19.83165492028562,0.20090843558641558,2459081.8753935,r,True,88,87.24539350019768,r
354,3.4776888673142565e-17,7.700758257015484e-18,19.78595019755569,0.24041425988127374,2459082.8753935,r,True,88,88.24539350019768,r
355,3.5303620174642634e-17,1.017370800350176e-17,19.769627895353203,0.3128847819836954,2459083.8753935,r,True,88,89.24539350019768,r
356,3.586234580076539e-17,5.787601357541224e-18,19.325914925571475,0.17546731399518087,2458995.8753935,i,True,88,1.2453935001976788,i
357,5.786884218222509e-17,1.807384173484444e-18,18.806346447593352,0.03395849828568015,2458996.8753935,i,True,88,2.245393500197679,i
358,8.792880651781845e-17,1.1975095583465387e-18,18.352073257599294,0.014788398325681034,2458997.8753935,i,True,88,3.245393500197679,i
359,1.228681527103232e-16,1.839232383562631e-18,17.988737933106496,0.016252795858229526,2458998.8753935,i,True,88,4.245393500197679,i
360,1.545324477801189e-16,1.8371186202401936e-18,17.73973669165079,0.012908014625408528,2458999.8753935,i,True,88,5.245393500197679,i
361,1.7551127028225725e-16,2.837836333095455e-18,17.60149882919272,0.017554224568360158,2459000.8753935,i,True,88,6.245393500197679,i
362,1.847538267529447e-16,3.2167570407402953e-18,17.545771114567792,0.01890401551098668,2459001.8753935,i,True,88,7.245393500197679,i
363,1.873601563104863e-16,2.0397437685513656e-18,17.53056097125945,0.011820194991301432,2459002.8753935,i,True,88,8.245393500197679,i
364,1.8952615884794161e-16,3.774131591472557e-18,17.51808136207757,0.021620361030763154,2459003.8753935,i,True,88,9.245393500197679,i
365,1.936422807127497e-16,6.0590618371249116e-18,17.494754156864104,0.03397226026459526,2459004.8753935,i,True,88,10.245393500197679,i
366,1.9847867691065137e-16,7.008661339197403e-18,17.467969859528434,0.03833937752027512,2459005.8753935,i,True,88,11.245393500197679,i
367,2.0167754760177595e-16,6.846293864647709e-18,17.450610207959077,0.036857251505105576,2459006.8753935,i,True,88,12.245393500197679,i
368,2.0186918542700423e-16,6.276732682986101e-18,17.449578967267534,0.03375884527233723,2459007.8753935,i,True,88,13.245393500197679,i
369,1.9904129597891198e-16,5.943973143523352e-18,17.46489643535311,0.032423285941560076,2459008.8753935,i,True,88,14.245393500197679,i
370,1.9413143483010677e-16,4.861833645790807e-18,17.492015141837555,0.027190763047481182,2459009.8753935,i,True,88,15.245393500197679,i
371,1.88436679527413e-16,3.3193576314153234e-18,17.52434133135785,0.019125306968948878,2459010.8753935,i,True,88,16.24539350019768,i
372,1.8272445539897185e-16,3.93098028279681e-18,17.55776328860701,0.02335801574499544,2459011.8753935,i,True,88,17.24539350019768,i
373,1.768424288982211e-16,4.137548805514869e-18,17.59328905083553,0.025402550386577582,2459012.8753935,i,True,88,18.24539350019768,i
374,1.6992647932142611e-16,3.1283208591932063e-18,17.63660346107495,0.019987975820106706,2459013.8753935,i,True,88,19.24539350019768,i
375,1.608780125500854e-16,3.753555091233897e-18,17.696016319334948,0.025333289827776835,2459014.8753935,i,True,88,20.24539350019768,i
376,1.496383464416635e-16,4.651485255922298e-18,17.774653121223405,0.03375055543855707,2459015.8753935,i,True,88,21.24539350019768,i
377,1.3776797978468368e-16,3.786597993336578e-18,17.86439016130402,0.029840014016587674,2459016.8753935,i,True,88,22.24539350019768,i
378,1.276420246776725e-16,1.7782069821935566e-18,17.94727453705965,0.015124642708412931,2459017.8753935,i,True,88,23.24539350019768,i
379,1.2031685532009656e-16,3.2520132647259494e-18,18.01144051601211,0.02934810751833843,2459018.8753935,i,True,88,24.24539350019768,i
380,1.1461622938398625e-16,4.5433783944888106e-18,18.06414103241048,0.04303896565932461,2459019.8753935,i,True,88,25.24539350019768,i
381,1.0904469127316862e-16,3.735310852399026e-18,18.11824527259344,0.03719021310067162,2459020.8753935,i,True,88,26.24539350019768,i
382,1.040567237662365e-16,1.4612158761036766e-18,18.16908029140327,0.01524538960373402,2459021.8753935,i,True,88,27.24539350019768,i
383,1.0097828967046954e-16,3.6299000737207474e-18,18.201684399167668,0.03903070943454753,2459022.8753935,i,True,88,28.24539350019768,i
384,9.96528194734405e-17,6.372773079546582e-18,18.216030100937836,0.06943292122184769,2459023.8753935,i,True,88,29.24539350019768,i
385,9.866465653952206e-17,7.216585821252118e-18,18.22685017882394,0.07941350333634886,2459024.8753935,i,True,88,30.24539350019768,i
386,9.623042011299313e-17,6.218111521785808e-18,18.253974423280734,0.070156015507895,2459025.8753935,i,True,88,31.24539350019768,i
387,9.142594943846627e-17,5.716464352171903e-18,18.309584246390653,0.06788812053813457,2459026.8753935,i,True,88,32.24539350019768,i
388,8.534987014682619e-17,8.306531553276447e-18,18.384251924649774,0.1056743293085289,2459027.8753935,i,True,88,33.24539350019768,i
389,7.985551063780192e-17,1.1770327658413609e-17,18.456495406086937,0.16003817406755994,2459028.8753935,i,True,88,34.24539350019768,i
390,7.599024651639678e-17,1.4099038569595835e-17,18.51036096022293,0.20144701666343323,2459029.8753935,i,True,88,35.24539350019768,i
391,7.374432822528599e-17,1.4973487539306363e-17,18.542932946782155,0.22045477468964705,2459030.8753935,i,True,88,36.24539350019768,i
392,7.24375784685392e-17,1.5194238794259794e-17,18.56234444131017,0.22774023667319176,2459031.8753935,i,True,88,37.24539350019768,i
393,7.115533715115074e-17,1.56580168034436e-17,18.58173576613363,0.2389211506257146,2459032.8753935,i,True,88,38.24539350019768,i
394,6.910646567121498e-17,1.6014200823086396e-17,18.613458713285496,0.25160083148385365,2459033.8753935,i,True,88,39.24539350019768,i
395,6.578618079900724e-17,1.5445240311874572e-17,18.666921021997286,0.25490814951060137,2459034.8753935,i,True,88,40.24539350019768,i
396,6.109653788534627e-17,1.3735266823338439e-17,18.747219886572715,0.24408419261061545,2459035.8753935,i,True,88,41.24539350019768,i
397,5.557101625772094e-17,1.0948540278192604e-17,18.850143244248905,0.21390235606518043,2459036.8753935,i,True,88,42.24539350019768,i
398,5.0481567390948877e-17,6.882176632871746e-18,18.954429619827177,0.14800491630452686,2459037.8753935,i,True,88,43.24539350019768,i
399,4.719810489844984e-17,2.710249400571235e-18,19.02744472389801,0.062342316084961893,2459038.8753935,i,True,88,44.24539350019768,i
400,4.6120527402735486e-17,5.547445021256734e-18,19.052518377517206,0.1305952354875566,2459039.8753935,i,True,88,45.24539350019768,i
401,4.6190624420631773e-17,9.660780200462698e-18,19.050869436780903,0.22708134503197533,2459040.8753935,i,True,88,46.24539350019768,i
402,4.623518393378578e-17,1.199400248987515e-17,19.049822544161994,0.2816542371532513,2459041.8753935,i,True,88,47.24539350019768,i
403,4.5626147458041085e-17,1.267268454163451e-17,19.064220001536018,0.3015642149906655,2459042.8753935,i,True,88,48.24539350019768,i
404,4.412858189053974e-17,1.2765509780381084e-17,19.100455975049083,0.31408306664507046,2459043.8753935,i,True,88,49.24539350019768,i
405,4.182294560920773e-17,1.3062878508178764e-17,19.1587213218984,0.3391193746828093,2459044.8753935,i,True,88,50.24539350019768,i
406,3.9100012358560735e-17,1.2722910902581294e-17,19.23181668364938,0.3532913937673496,2459045.8753935,i,True,88,51.24539350019768,i
407,3.6598861518380034e-17,1.0524972964558322e-17,19.303588621846114,0.3122237047865463,2459046.8753935,i,True,88,52.24539350019768,i
408,3.4987032578255785e-17,6.294204834406665e-18,19.352487101346313,0.19531701020238348,2459047.8753935,i,True,88,53.24539350019768,i
409,3.4649302494939176e-17,1.4493646718502967e-18,19.363017815789938,0.045417193876992626,2459048.8753935,i,True,88,54.24539350019768,i
410,3.538412509760787e-17,4.623740172159829e-18,19.340233713781487,0.14186911568913463,2459049.8753935,i,True,88,55.24539350019768,i
411,3.650147471817312e-17,8.169716817126568e-18,19.306478890703854,0.24300385915965217,2459050.8753935,i,True,88,56.24539350019768,i
412,3.7389472663168734e-17,1.045086466993706e-17,19.280380906268974,0.30347650932570064,2459051.8753935,i,True,88,57.24539350019768,i
413,3.7503472590044974e-17,1.2044200336636801e-17,19.277075377775162,0.34868371967500267,2459052.8753935,i,True,88,58.24539350019768,i
414,3.6715487758983726e-17,1.2912697955633444e-17,19.3001316936841,0.3818507411542188,2459053.8753935,i,True,88,59.24539350019768,i
415,3.5383276971187896e-17,1.2996301045744177e-17,19.340260532456227,0.3987925145420577,2459054.8753935,i,True,88,60.24539350019768,i
416,3.398894762049109e-17,1.2946826417003542e-17,19.383911157053404,0.4135723805680321,2459055.8753935,i,True,88,61.24539350019768,i
417,3.291369958403078e-17,1.3475873435218882e-17,19.41881293077108,0.4445352846012552,2459056.8753935,i,True,88,62.24539350019768,i
418,3.2262994380238606e-17,1.4117203533708798e-17,19.440492576224038,0.47508238151423465,2459057.8753935,i,True,88,63.24539350019768,i
419,3.174993925658188e-17,1.425691283187398e-17,19.457897080548307,0.4875364720007538,2459058.8753935,i,True,88,64.24539350019768,i
420,3.100169170498344e-17,1.42082748439042e-17,19.483791441235642,0.4976008764539078,2459059.8753935,i,True,88,65.24539350019768,i
421,2.982960637703242e-17,1.4416247660789635e-17,19.5256373074728,0.5247244280264892,2459060.8753935,i,True,88,66.24539350019768,i
422,2.8320690892717996e-17,1.4327825089164483e-17,19.58199755616432,0.549290140803646,2459061.8753935,i,True,88,67.24539350019768,i
423,2.6764110640185325e-17,1.346444977314606e-17,19.643374989787475,0.5462091548097978,2459062.8753935,i,True,88,68.24539350019768,i
424,2.5510623599469007e-17,1.2628376400438492e-17,19.695452897637512,0.5374660949255461,2459063.8753935,i,True,88,69.24539350019768,i
425,2.4830166714830787e-17,1.2895807804279725e-17,19.72480513320853,0.5638895793750769,2459064.8753935,i,True,88,70.24539350019768,i
426,2.4800272787957022e-17,1.3596288469149418e-17,19.726112969003072,0.595234365559342,2459065.8753935,i,True,88,71.24539350019768,i
427,2.5345710781286017e-17,1.381816034588601e-17,19.70249376205545,0.5919305541668751,2459066.8753935,i,True,88,72.24539350019768,i
428,2.6327421483783733e-17,1.4019226568504527e-17,19.661235083775793,0.5781497345420635,2459067.8753935,i,True,88,73.24539350019768,i
429,2.7598090348910097e-17,1.486187624656048e-17,19.610058881276355,0.5846799204245902,2459068.8753935,i,True,88,74.24539350019768,i
430,2.898613684505946e-17,1.5623370627879356e-17,19.556780376756564,0.5852071555507344,2459069.8753935,i,True,88,75.24539350019768,i
431,3.01783898789397e-17,1.5332239140112652e-17,19.513014882164455,0.5516150990047723,2459070.8753935,i,True,88,76.24539350019768,i
432,3.074250886552823e-17,1.413549913956872e-17,19.49290575021316,0.4992251635035055,2459071.8753935,i,True,88,77.24539350019768,i
433,3.03187992296898e-17,1.367282907699221e-17,19.507974907061126,0.48963496148221336,2459072.8753935,i,True,88,78.24539350019768,i
434,2.8989508570616925e-17,1.5543772561225967e-17,19.556655095184837,0.5821712666231045,2459073.8753935,i,True,88,79.24539350019768,i
435,2.714926438064339e-17,1.8685152321471005e-17,19.627864071387684,0.7472686070213791,2459074.8753935,i,True,88,80.24539350019768,i
436,2.5166717459002067e-17,2.1278510662578382e-17,19.710193660229443,0.9180147732890329,2459075.8753935,i,True,88,81.24539350019768,i
437,2.3305005519461014e-17,2.2384241607029543e-17,19.793636616388582,1.042852027774934,2459076.8753935,i,True,88,82.24539350019768,i
438,2.176365811899842e-17,2.1652063152653315e-17,19.86792790295438,1.0801673033403416,2459077.8753935,i,True,88,83.24539350019768,i
439,2.079941429040499e-17,1.9211918537480442e-17,19.91712715003822,1.0028611394962572,2459078.8753935,i,True,88,84.24539350019768,i
440,2.0589673469636205e-17,1.5919868463510187e-17,19.92813043663359,0.8394906462108893,2459079.8753935,i,True,88,85.24539350019768,i
441,2.128194483654025e-17,1.411461188534159e-17,19.892228784439475,0.7200860645686602,2459080.8753935,i,True,88,86.24539350019768,i
442,2.296849147629425e-17,1.669620532109948e-17,19.80943121439396,0.7892155679324748,2459081.8753935,i,True,88,87.24539350019768,i
443,2.530408633232957e-17,2.2706177053610698e-17,19.704286766107266,0.9742309035752738,2459082.8753935,i,True,88,88.24539350019768,i
444,2.7659426719688283e-17,2.9626928672284713e-17,19.607652555785556,1.1629418814263786,2459083.8753935,i,True,88,89.24539350019768,i
