,mag,mag_err,jd,band,filter,phase,sub,site
148,17.87726986176302,0.0396592663421452,2459017.7906019,r,r,23.160601899959147,True,0
149,17.934492131687747,0.0420922225845395,2459018.7607523,r,r,24.130752299912274,True,0
150,18.048286761474525,0.0405378493449505,2459020.7789005,r,r,26.14890050003305,True,0
151,18.184086918561377,0.0428240257630349,2459022.7534606,r,r,28.12346060015261,True,0
152,18.31369782106128,0.0548200608365013,2459023.7983796,r,r,29.168379600159824,True,0
153,18.28564241823593,0.0504233008729966,2459024.7573611,r,r,30.127361100167036,True,0
154,18.25547659352712,0.0678800176636615,2459025.6958218,r,r,31.065821799915284,True,0
155,18.591483830695168,0.0573574898028926,2459026.7883912,r,r,32.15839120000601,True,0
156,18.60210066075033,0.0693252623598228,2459027.7702894,r,r,33.140289400238544,True,0
157,18.62714196694696,0.0548091540257146,2459028.7322106,r,r,34.102210599929094,True,0
158,19.159851805621365,0.0890631372853736,2459038.7255093,r,r,44.095509300008416,True,0
159,19.04192653327188,0.0829186060443755,2459039.8104398,r,r,45.18043980002403,True,0
160,19.11647424475491,0.0685274122739703,2459041.7558218,r,r,47.12582179997116,True,0
161,19.26533022223992,0.1060402050349486,2459048.749294,r,r,54.11929400032386,True,0
162,19.18437715683713,0.0905059616610462,2459049.8444097,r,r,55.21440970012918,True,0
163,19.36486884797116,0.0911895673734376,2459050.7761458,r,r,56.14614580012858,True,0
164,19.529618829223505,0.1350713236603394,2459050.7780093,r,r,56.148009300231934,True,0
165,19.27313811363808,0.1046580341294472,2459051.8515509,r,r,57.22155090002343,True,0
166,19.38177205477329,0.1060956274520942,2459052.7562153,r,r,58.12621530005708,True,0
167,19.344655586946523,0.09521636519144,2459053.8219329,r,r,59.19193290034309,True,0
168,19.42625932876737,0.1106549380486422,2459053.8229398,r,r,59.1929398002103,True,0
169,19.43136541576346,0.1009219777787561,2459054.8525694,r,r,60.222569399978966,True,0
170,19.411741098996167,0.1062020720071767,2459055.8243171,r,r,61.194317100103945,True,0
171,19.436937353348927,0.1158621503916856,2459056.838831,r,r,62.2088310001418,True,0
172,19.81077683824644,0.2470210064300817,2459056.8498148,r,r,62.21981480019167,True,0
173,19.4538032195464,0.1178461291251464,2459057.821875,r,r,63.19187500001863,True,0
174,19.793751833303144,0.1233421811839965,2459067.677963,r,r,73.04796299990267,True,0
175,19.93405312654033,0.1711482042336313,2459068.739537,r,r,74.10953700030223,True,0
176,19.81160993934534,0.176432668303132,2459069.7176505,r,r,75.08765050023794,True,0
177,19.736784173010324,0.1547547220209206,2459070.7081019,r,r,76.07810189994052,True,0
178,19.58946581473828,0.1768990416261915,2459071.695544,r,r,77.06554399989545,True,0
179,19.64797068301753,0.1232775175387422,2459071.6964815,r,r,77.0664814999327,True,0
180,19.777334108679057,0.1312843769301904,2459072.6940046,r,r,78.06400460004807,True,0
181,19.87896412844196,0.1580601915188392,2459075.7164005,r,r,81.08640050003305,True,0
182,19.703505868648133,0.16954050270406,2459076.7069907,r,r,82.07699070032686,True,0
183,20.02563605384715,0.1955804806399235,2459077.7617014,r,r,83.13170140003785,True,0
184,19.992052919280862,0.2200037431014899,2459077.7626389,r,r,83.13263890007511,True,0
185,19.85625503952601,0.1452057704497093,2459078.7865972,r,r,84.15659720031545,True,0
186,19.709435480322508,0.1746608181210176,2459079.7290162,r,r,85.0990162002854,True,0
187,20.10645860053741,0.2409788215784743,2459080.683044,r,r,86.05304400017485,True,0
188,19.928252352592192,0.1817073149559188,2459081.7004398,r,r,87.07043980015442,True,0
189,19.812400744922407,0.1539432677759158,2459081.7013773,r,r,87.07137730019167,True,0
190,19.63484925435862,0.1453067922496644,2459082.6739236,r,r,88.04392360011116,True,0
191,19.89929176140607,0.1783277610342275,2459086.6743981,r,r,92.04439810011536,True,0
192,20.19529032220445,0.2279579339194226,2459099.693669,r,r,105.06366900028661,True,0
193,20.048397742660185,0.2380489015264272,2459107.6341898,r,r,113.0041898000054,True,0
194,,,2458333.6889468,g,g,-660.9410532000475,True,0
195,,,2458333.6894097,g,g,-660.9405902996659,True,0
196,19.74648515705597,0.0687481804255166,2458994.9131366,g,g,0.28313660016283393,True,0
197,19.75768800474595,0.0703255526748199,2458994.9140741,g,g,0.28407410020008683,True,0
198,19.09965451868485,0.0464302864490581,2458995.8220139,g,g,1.1920139002613723,True,0
199,19.131525183734176,0.043338333105784,2458995.8229398,g,g,1.192939800210297,True,0
200,18.46767592258209,0.0339356378869509,2458996.8300579,g,g,2.200057900045067,True,0
201,18.444365815543875,0.0366307947905314,2458996.8309954,g,g,2.20099540008232,True,0
202,18.006268982878122,0.0297844448179133,2458997.8845255,g,g,3.254525499884039,True,0
203,18.04478985621557,0.026895353274264,2458997.885463,g,g,3.255462999921292,True,0
204,17.749492726591342,0.0275205884693829,2458998.8640278,g,g,4.234027800150216,True,0
205,17.723298061052567,0.0272395805230394,2458998.865081,g,g,4.235081000253558,True,0
206,17.64141915418844,0.0255443935951881,2458999.901956,g,g,5.271956000011414,True,0
207,17.6568444110227,0.0219420244778079,2458999.9028935,g,g,5.272893500048667,True,0
208,17.46271252766795,0.037172920504397,2459000.9143866,g,g,6.284386599902064,True,0
209,17.4525140610069,0.0472411749393984,2459000.9153241,g,g,6.2853240999393165,True,0
210,17.38704096147556,0.0283249830699028,2459001.8907986,g,g,7.260798600036651,True,0
211,17.410917002767494,0.0266935341972392,2459001.916088,g,g,7.286088000051677,True,0
212,18.198371776358005,0.0347101981066662,2459011.7796991,g,g,17.14969910029322,True,0
213,18.38195483928456,0.0318518297363251,2459012.8129977,g,g,18.182997700292617,True,0
214,18.652757702656253,0.0358697676316557,2459014.8405671,g,g,20.21056709997356,True,0
215,18.75698231841239,0.0373096114562818,2459015.8120833,g,g,21.182083300314844,True,0
216,18.83090727303121,0.0414803541647736,2459016.8373495,g,g,22.207349500153214,True,0
217,19.040981367784784,0.0403092410128703,2459018.8398264,g,g,24.209826400037855,True,0
218,19.075301901027704,0.0429256281716902,2459020.7237731,g,g,26.09377310005948,True,0
219,19.35072994013356,0.0654672442538756,2459022.8434722,g,g,28.21347220009193,True,0
220,19.350434287187174,0.0574693385162003,2459023.8207639,g,g,29.19076390005648,True,0
221,19.47326998649457,0.063687434696607,2459024.7894329,g,g,30.1594329001382,True,0
222,19.56190603195605,0.0640021096642124,2459025.7496991,g,g,31.11969910003245,True,0
223,19.615670788095905,0.0662774701668272,2459026.8646759,g,g,32.23467590007931,True,0
224,19.54537046443282,0.0723136642051328,2459027.738287,g,g,33.108287000097334,True,0
225,19.65788917697212,0.0746121555078718,2459028.8381134,g,g,34.208113400265574,True,0
226,19.86973089256916,0.1128865266368535,2459030.850081,g,g,36.22008100012317,True,0
227,20.078903951437127,0.1248507335517364,2459038.760162,g,g,44.13016200019047,True,0
228,20.218221134750426,0.1009315264592813,2459041.7256713,g,g,47.09567130031064,True,0
229,20.004035785682674,0.1129514955884711,2459044.8263542,g,g,50.19635420013219,True,0
230,20.238945376306965,0.1003772513672253,2459047.7567708,g,g,53.12677079997957,True,0
231,20.15338687492117,0.0990715633638152,2459048.7784144,g,g,54.14841439994052,True,0
232,20.445504274676445,0.137549473180755,2459050.7473611,g,g,56.11736109992489,True,0
233,20.233892804565183,0.113942586741769,2459051.8102894,g,g,57.1802894002758,True,0
234,20.22024236599458,0.0986211317391993,2459052.7756944,g,g,58.14569440018386,True,0
235,20.45468499254636,0.1163398416956869,2459053.7467593,g,g,59.116759300231934,True,0
236,20.35409127368864,0.1104339155342834,2459053.8401042,g,g,59.210104200057685,True,0
237,20.29597001030389,0.124166415018848,2459054.7889815,g,g,60.15898150019348,True,0
238,20.28906419490118,0.1127481773718396,2459055.7983565,g,g,61.168356500100344,True,0
239,20.2618987303382,0.1310943959438437,2459056.7745833,g,g,62.14458330022171,True,0
240,20.39336853146319,0.1277152724156599,2459056.7755208,g,g,62.145520800258964,True,0
241,20.237551868753066,0.122526149820687,2459057.7675926,g,g,63.137592600192875,True,0
242,20.84806307155968,0.2103655512382388,2459067.6971759,g,g,73.06717590009794,True,0
243,20.57635218552333,0.1404222886560737,2459068.6941782,g,g,74.06417819997296,True,0
244,20.544590794923,0.1474640383033925,2459068.6951042,g,g,74.06510420003906,True,0
245,20.521038771428938,0.134190864183695,2459069.6845139,g,g,75.05451390007511,True,0
246,20.796567381677907,0.1603023592365141,2459070.7439468,g,g,76.11394680012017,True,0
247,20.318621415467927,0.1236760820854784,2459072.7443171,g,g,78.11431710002944,True,0
248,20.68471858970507,0.173537889457797,2459073.7496875,g,g,79.11968749994412,True,0
249,20.53723286939855,0.1550348368789689,2459074.7282176,g,g,80.09821760002524,True,0
250,20.428393413706527,0.1388489873444409,2459074.7291435,g,g,80.09914349997416,True,0
251,20.53306036818689,0.1521901018222326,2459075.6953819,g,g,81.06538189994171,True,0
252,20.359229415995568,0.1435188340129969,2459077.7137037,g,g,83.08370369998738,True,0
253,20.68550900260394,0.1941326053660496,2459077.7146528,g,g,83.08465280011296,True,0
254,20.799538782920955,0.1918737218274765,2459078.7240162,g,g,84.0940161999315,True,0
255,20.759915304333266,0.1765039471094374,2459079.6852431,g,g,85.05524310003966,True,0
256,20.562329093605527,0.1837367046016203,2459080.7288426,g,g,86.09884259989485,True,0
257,20.46076198104048,0.1606945559068005,2459081.7117014,g,g,87.08170140022412,True,0
258,20.72230780210365,0.1995221507805703,2459081.7145023,g,g,87.08450230024755,True,0
259,20.80243527445487,0.1996937425690254,2459084.6804282,g,g,90.05042820004746,True,0
260,20.931073434445764,0.2089907097157508,2459085.7413889,g,g,91.11138890031725,True,0
261,20.600690038624027,0.1727490594457525,2459099.6634491,g,g,105.03344910033047,True,0
262,20.65899169677369,0.2522509190808599,2459109.7031366,g,g,115.07313660020009,True,0
263,20.81905978165829,0.2296211989141069,2459110.6512616,g,g,116.02126160031185,True,0
264,20.977387189696653,0.2361319355420165,2459111.6361806,g,g,117.00618060026318,True,0
265,20.91627141199335,0.2140164943213617,2459112.6461921,g,g,118.01619210001081,True,0
266,19.06078071680796,0.1540235521873772,2458995.8753935,i,i,1.2453935001976788,True,0
267,17.808111285764557,0.0714154437716116,2458999.8608218,i,i,5.230821799952537,True,0
268,17.41707245670336,0.0530590003797802,2459008.8877083,i,i,14.257708299905062,True,0
269,17.519291190649675,0.0501943593782237,2459012.8878935,i,i,18.257893499918282,True,0
270,17.78140311243248,0.0451389608434153,2459017.8355324,i,i,23.20553239993751,True,0
271,18.28713947625532,0.0740309535390183,2459026.8142245,i,i,32.18422450032085,True,0
272,18.52915277301153,0.1076665316265086,2459031.7722222,i,i,37.142222200054675,True,0
273,18.60367077960919,0.1192861244608353,2459035.750787,i,i,41.1207870002836,True,0
274,18.844077855257822,0.1295121796163491,2459039.8151389,i,i,45.185138900298625,True,0
275,19.094261465254736,0.1496487387095701,2459043.7951852,i,i,49.16518520005047,True,0
276,19.35644780255157,0.2091774019588855,2459047.705706,i,i,53.07570599997416,True,0
277,19.235068678505208,0.1657120927103533,2459051.7727431,i,i,57.14274309994653,True,0
278,19.46035535015394,0.2133624886362218,2459055.7534838,i,i,61.12348380032927,True,0
279,19.42535290928938,0.2363548710486571,2459059.7531944,i,i,65.12319440022111,True,0
280,19.75422604329921,0.2570384808346645,2459063.7112847,i,i,69.08128469996154,True,0
281,19.66351293208998,0.2758406970394711,2459067.7325694,i,i,73.10256940033287,True,0
282,19.50493327268876,0.2136033694880283,2459072.787338,i,i,78.15733799990267,True,0
283,19.957835879783183,0.3192409524198214,2459080.7566898,i,i,86.12668980006129,True,0
